Country Code,Country Name,Series Name,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
KOR,"Korea, Rep.","Adolescent fertility rate (births per 1,000 women ages 15-19)",5.0238,4.5674,4.111,3.874,3.637,3.4,3.163,2.926,2.7788,2.6316,2.4844,2.3372,2.19,2.1518,2.1136,2.0754,2.0372,1.999,1.9524,1.9058,1.8592,1.8126,1.766,1.7414,1.7168,1.6922,1.6676
XKX,Kosovo,"Adolescent fertility rate (births per 1,000 women ages 15-19)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KWT,Kuwait,"Adolescent fertility rate (births per 1,000 women ages 15-19)",28.5146,25.5998,22.685,23.4088,24.1326,24.8564,25.5802,26.304,24.9764,23.6488,22.3212,20.9936,19.666,18.4026,17.1392,15.8758,14.6124,13.349,12.8816,12.4142,11.9468,11.4794,11.012,10.6078,10.2036,9.7994,9.3952
KGZ,Kyrgyz Republic,"Adolescent fertility rate (births per 1,000 women ages 15-19)",61.449,65.141,68.833,67.576,66.319,65.062,63.805,62.548,56.9124,51.2768,45.6412,40.0056,34.37,33.4474,32.5248,31.6022,30.6796,29.757,32.1248,34.4926,36.8604,39.2282,41.596,40.9,40.204,39.508,38.812
LAO,Lao PDR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",107.0102,105.9486,104.887,101.3664,97.8458,94.3252,90.8046,87.284,84.8172,82.3504,79.8836,77.4168,74.95,74.0974,73.2448,72.3922,71.5396,70.687,69.7392,68.7914,67.8436,66.8958,65.948,65.2842,64.6204,63.9566,63.2928
LTE,Late-demographic dividend,"Adolescent fertility rate (births per 1,000 women ages 15-19)",31.47557234,31.08737709,30.82617337,30.2408611,29.62168344,28.89118335,27.95276618,26.90915349,26.31947572,25.56355052,24.65678296,23.64313549,22.50512258,21.57938303,20.82639363,20.30788633,19.99272893,19.89334512,20.31833545,20.81803294,21.28130381,21.70110749,22.06736608,21.95997207,21.78602074,21.54813607,21.2053132
LCN,Latin America & Caribbean,"Adolescent fertility rate (births per 1,000 women ages 15-19)",84.79292595,84.35410739,83.93109427,83.94053158,83.94453119,83.94116175,83.92575618,83.90597272,82.6809696,81.44570967,80.19742273,78.93881528,77.66809934,76.19913454,74.74278588,73.30254674,71.8719233,70.45032911,69.70046188,68.94290508,68.17606516,67.40329995,66.62501435,65.5806043,64.5361703,63.49142737,62.44719775
LAC,Latin America & Caribbean (excluding high income),"Adolescent fertility rate (births per 1,000 women ages 15-19)",86.36798849,85.88692581,85.42876131,85.53252903,85.6268735,85.70480238,85.76082075,85.80144649,84.52053793,83.23423408,81.94344639,80.65098896,79.35135875,77.77531772,76.21074404,74.6590883,73.11122691,71.57144027,70.76089208,69.93968497,69.10600773,68.26151272,67.40886597,66.28887235,65.17095034,64.05540509,62.941223
TLA,Latin America & Caribbean (IDA & IBRD),"Adolescent fertility rate (births per 1,000 women ages 15-19)",85.15088306,84.74379768,84.33957544,84.3198646,84.29910375,84.27833975,84.25053394,84.22441971,83.03859939,81.84643529,80.64416205,79.43478797,78.21847011,76.75113523,75.29213551,73.84292485,72.39723117,70.95468722,70.17362633,69.38653503,68.5935831,67.79595146,66.99469153,65.95026133,64.90538813,63.8594768,62.81251235
LVA,Latvia,"Adolescent fertility rate (births per 1,000 women ages 15-19)",44.2938,43.8994,43.505,39.1908,34.8766,30.5624,26.2482,21.934,21.0008,20.0676,19.1344,18.2012,17.268,17.4462,17.6244,17.8026,17.9808,18.159,17.585,17.011,16.437,15.863,15.289,14.9238,14.5586,14.1934,13.8282
LDC,Least developed countries: UN classification,"Adolescent fertility rate (births per 1,000 women ages 15-19)",135.7342583,134.3701701,133.0937757,131.8106003,130.4186022,128.8833997,127.2432384,125.4738375,123.5682186,121.7125623,119.984876,118.4508592,117.0567251,115.3713852,113.707896,112.0172291,110.3236879,108.6007185,106.7729485,104.898463,102.9902294,101.0294701,99.06341881,97.447467,95.82569397,94.20348198,92.57681778
LBN,Lebanon,"Adolescent fertility rate (births per 1,000 women ages 15-19)",43.7818,41.3844,38.987,36.8482,34.7094,32.5706,30.4318,28.293,26.5026,24.7122,22.9218,21.1314,19.341,17.9682,16.5954,15.2226,13.8498,12.477,12.701,12.925,13.149,13.373,13.597,13.2418,12.8866,12.5314,12.1762
LSO,Lesotho,"Adolescent fertility rate (births per 1,000 women ages 15-19)",82.8836,84.5968,86.31,87.852,89.394,90.936,92.478,94.02,93.1342,92.2484,91.3626,90.4768,89.591,90.3984,91.2058,92.0132,92.8206,93.628,93.0006,92.3732,91.7458,91.1184,90.491,90.2964,90.1018,89.9072,89.7126
LBR,Liberia,"Adolescent fertility rate (births per 1,000 women ages 15-19)",169.6886,165.5528,161.417,159.5558,157.6946,155.8334,153.9722,152.111,151.1758,150.2406,149.3054,148.3702,147.435,146.3398,145.2446,144.1494,143.0542,141.959,140.3636,138.7682,137.1728,135.5774,133.982,132.6776,131.3732,130.0688,128.7644
LBY,Libya,"Adolescent fertility rate (births per 1,000 women ages 15-19)",13.9022,12.8396,11.777,11.0844,10.3918,9.6992,9.0066,8.314,7.9184,7.5228,7.1272,6.7316,6.336,6.2838,6.2316,6.1794,6.1272,6.075,6.06,6.045,6.03,6.015,6,5.9322,5.8644,5.7966,5.7288
LIE,Liechtenstein,"Adolescent fertility rate (births per 1,000 women ages 15-19)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTU,Lithuania,"Adolescent fertility rate (births per 1,000 women ages 15-19)",38.999,41.938,44.877,42.2564,39.6358,37.0152,34.3946,31.774,29.6338,27.4936,25.3534,23.2132,21.073,20.6424,20.2118,19.7812,19.3506,18.92,17.9816,17.0432,16.1048,15.1664,14.228,13.519,12.81,12.101,11.392
LMY,Low & middle income,"Adolescent fertility rate (births per 1,000 women ages 15-19)",71.94259547,71.41154498,70.95946613,70.18594668,69.27821104,68.14916091,66.70399866,65.09870439,63.75904784,62.23321505,60.55166485,58.74173157,56.80634954,55.11963557,53.68405192,52.59548446,51.77902843,51.27004376,51.20223652,51.15747844,51.00715312,50.74373669,50.38041385,50.0654933,49.66615679,49.1883538,48.59393241
LIC,Low income,"Adolescent fertility rate (births per 1,000 women ages 15-19)",129.7537089,129.9265242,130.2606193,130.3309542,130.18998,129.7472662,129.0422553,128.0900826,126.2128227,124.3651874,122.6385725,121.0338338,119.5387563,117.8838503,116.2479618,114.6,112.9008854,111.2207196,109.3056016,107.407888,105.5237384,103.6698302,101.7891432,100.0734109,98.34134065,96.60424579,94.89148425
LMC,Lower middle income,"Adolescent fertility rate (births per 1,000 women ages 15-19)",93.79435105,91.80231867,89.8288431,87.20386919,84.55934458,81.8779434,79.16358269,76.41435591,74.3888081,72.35932617,70.33775833,68.32076057,66.31258075,64.52243662,62.74569768,60.98585123,59.23213506,57.4999419,56.10488377,54.7304599,53.36703791,52.0073419,50.65186768,49.6907891,48.73330704,47.77452218,46.79333973
LUX,Luxembourg,"Adolescent fertility rate (births per 1,000 women ages 15-19)",12.0728,12.2974,12.522,12.0494,11.5768,11.1042,10.6316,10.159,10.4674,10.7758,11.0842,11.3926,11.701,11.286,10.871,10.456,10.041,9.626,8.9816,8.3372,7.6928,7.0484,6.404,6.1626,5.9212,5.6798,5.4384
MAC,"Macao SAR, China","Adolescent fertility rate (births per 1,000 women ages 15-19)",6.6496,6.8248,7,6.8816,6.7632,6.6448,6.5264,6.408,5.9568,5.5056,5.0544,4.6032,4.152,3.962,3.772,3.582,3.392,3.202,3.1682,3.1344,3.1006,3.0668,3.033,2.931,2.829,2.727,2.625
MKD,"Macedonia, FYR","Adolescent fertility rate (births per 1,000 women ages 15-19)",45.389,44.281,43.173,41.4934,39.8138,38.1342,36.4546,34.775,32.5642,30.3534,28.1426,25.9318,23.721,23.1162,22.5114,21.9066,21.3018,20.697,20.1614,19.6258,19.0902,18.5546,18.019,17.6556,17.2922,16.9288,16.5654
MDG,Madagascar,"Adolescent fertility rate (births per 1,000 women ages 15-19)",149.3236,149.2648,149.206,150.3886,151.5712,152.7538,153.9364,155.119,153.9898,152.8606,151.7314,150.6022,149.473,146.4332,143.3934,140.3536,137.3138,134.274,131.4256,128.5772,125.7288,122.8804,120.032,117.9436,115.8552,113.7668,111.6784
MWI,Malawi,"Adolescent fertility rate (births per 1,000 women ages 15-19)",174.3608,168.0774,161.794,162.135,162.476,162.817,163.158,163.499,161.942,160.385,158.828,157.271,155.714,155.4498,155.1856,154.9214,154.6572,154.393,152.3334,150.2738,148.2142,146.1546,144.095,143.323,142.551,141.779,141.007
MYS,Malaysia,"Adolescent fertility rate (births per 1,000 women ages 15-19)",19.3868,19.2394,19.092,18.2262,17.3604,16.4946,15.6288,14.763,14.4122,14.0614,13.7106,13.3598,13.009,12.9564,12.9038,12.8512,12.7986,12.746,12.8266,12.9072,12.9878,13.0684,13.149,13.202,13.255,13.308,13.361
MDV,Maldives,"Adolescent fertility rate (births per 1,000 women ages 15-19)",130.0734,116.3252,102.577,91.6972,80.8174,69.9376,59.0578,48.178,43.3276,38.4772,33.6268,28.7764,23.926,21.986,20.046,18.106,16.166,14.226,13.2426,12.2592,11.2758,10.2924,9.309,8.6056,7.9022,7.1988,6.4954
MLI,Mali,"Adolescent fertility rate (births per 1,000 women ages 15-19)",195.5498,195.9444,196.339,195.2604,194.1818,193.1032,192.0246,190.946,190.0094,189.0728,188.1362,187.1996,186.263,186.1042,185.9454,185.7866,185.6278,185.469,184.1562,182.8434,181.5306,180.2178,178.905,176.9494,174.9938,173.0382,171.0826
MLT,Malta,"Adolescent fertility rate (births per 1,000 women ages 15-19)",12.0768,11.9804,11.884,13.242,14.6,15.958,17.316,18.674,19.0102,19.3464,19.6826,20.0188,20.355,19.9526,19.5502,19.1478,18.7454,18.343,18.1768,18.0106,17.8444,17.6782,17.512,17.3344,17.1568,16.9792,16.8016
MHL,Marshall Islands,"Adolescent fertility rate (births per 1,000 women ages 15-19)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRT,Mauritania,"Adolescent fertility rate (births per 1,000 women ages 15-19)",108.6238,108.0474,107.471,106.3714,105.2718,104.1722,103.0726,101.973,100.6312,99.2894,97.9476,96.6058,95.264,94.0756,92.8872,91.6988,90.5104,89.322,88.584,87.846,87.108,86.37,85.632,84.3498,83.0676,81.7854,80.5032
MUS,Mauritius,"Adolescent fertility rate (births per 1,000 women ages 15-19)",43.4378,43.0044,42.571,41.3146,40.0582,38.8018,37.5454,36.289,36.3276,36.3662,36.4048,36.4434,36.482,36.1596,35.8372,35.5148,35.1924,34.87,33.5722,32.2744,30.9766,29.6788,28.381,28.0182,27.6554,27.2926,26.9298
MEX,Mexico,"Adolescent fertility rate (births per 1,000 women ages 15-19)",83.018,81.176,79.334,80.0632,80.7924,81.5216,82.2508,82.98,81.612,80.244,78.876,77.508,76.14,74.971,73.802,72.633,71.464,70.295,69.43,68.565,67.7,66.835,65.97,64.8288,63.6876,62.5464,61.4052
FSM,"Micronesia, Fed. Sts.","Adolescent fertility rate (births per 1,000 women ages 15-19)",50.4002,49.3816,48.363,47.6548,46.9466,46.2384,45.5302,44.822,42.7102,40.5984,38.4866,36.3748,34.263,32.4956,30.7282,28.9608,27.1934,25.426,24.052,22.678,21.304,19.93,18.556,17.6296,16.7032,15.7768,14.8504
MEA,Middle East & North Africa,"Adolescent fertility rate (births per 1,000 women ages 15-19)",68.92709111,65.95568367,63.3118116,60.17682841,57.05675239,53.81257414,50.67264662,47.47041903,45.9272722,44.38507976,42.85571013,41.26450287,39.68100871,39.32322285,38.97904529,38.64516555,38.30617885,37.99242679,38.21093664,38.45491592,38.72781332,39.02754074,39.35819125,39.10898618,38.86938934,38.61314273,38.23455295
MNA,Middle East & North Africa (excluding high income),"Adolescent fertility rate (births per 1,000 women ages 15-19)",70.23069188,67.36509916,64.5513107,61.45904575,58.38675973,55.3015946,52.21310259,49.05016429,47.57497576,46.08742786,44.60812912,43.10603817,41.61313287,41.36916391,41.14987262,40.95502786,40.80787344,40.69497116,41.07644783,41.48082213,41.9026915,42.33466291,42.78065457,42.557108,42.32283119,42.0515303,41.71633886
TMN,Middle East & North Africa (IDA & IBRD),"Adolescent fertility rate (births per 1,000 women ages 15-19)",69.90384403,66.98893887,64.12499504,61.02327332,57.94298791,54.8511049,51.75776645,48.58883868,47.15644426,45.70785422,44.26381283,42.79556358,41.33535259,41.09278038,40.87292696,40.67562214,40.5232359,40.40383091,40.78415612,41.18961796,41.61591572,42.05521365,42.51158328,42.28965361,42.05930846,41.7938376,41.46497743
MIC,Middle income,"Adolescent fertility rate (births per 1,000 women ages 15-19)",66.4627368,65.72436066,65.04100437,64.02011694,62.87261265,61.52052643,59.87270318,58.0744492,56.68597214,55.10921708,53.36759854,51.49419179,49.49032153,47.77775612,46.29413055,45.12437686,44.2061859,43.55341025,43.37955857,43.22826618,42.98376343,42.64626469,42.21875383,41.84429749,41.39532758,40.87568874,40.25317503
MDA,Moldova,"Adolescent fertility rate (births per 1,000 women ages 15-19)",57.35,60.264,63.178,62.1568,61.1356,60.1144,59.0932,58.072,52.6486,47.2252,41.8018,36.3784,30.955,30.1968,29.4386,28.6804,27.9222,27.164,26.8616,26.5592,26.2568,25.9544,25.652,24.9128,24.1736,23.4344,22.6952
MCO,Monaco,"Adolescent fertility rate (births per 1,000 women ages 15-19)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNG,Mongolia,"Adolescent fertility rate (births per 1,000 women ages 15-19)",36.6066,37.5138,38.421,37.0232,35.6254,34.2276,32.8298,31.432,29.4552,27.4784,25.5016,23.5248,21.548,21.042,20.536,20.03,19.524,19.018,20.5384,22.0588,23.5792,25.0996,26.62,26.0224,25.4248,24.8272,24.2296
MNE,Montenegro,"Adolescent fertility rate (births per 1,000 women ages 15-19)",28.5948,27.4364,26.278,25.3918,24.5056,23.6194,22.7332,21.847,20.774,19.701,18.628,17.555,16.482,16.929,17.376,17.823,18.27,18.717,17.6396,16.5622,15.4848,14.4074,13.33,13.0234,12.7168,12.4102,12.1036
MAR,Morocco,"Adolescent fertility rate (births per 1,000 women ages 15-19)",40.4964,38.8012,37.106,36.4684,35.8308,35.1932,34.5556,33.918,34.3596,34.8012,35.2428,35.6844,36.126,35.5716,35.0172,34.4628,33.9084,33.354,33.4848,33.6156,33.7464,33.8772,34.008,33.4254,32.8428,32.2602,31.6776
MOZ,Mozambique,"Adolescent fertility rate (births per 1,000 women ages 15-19)",184.2446,186.2878,188.331,188.4676,188.6042,188.7408,188.8774,189.014,188.6908,188.3676,188.0444,187.7212,187.398,184.6366,181.8752,179.1138,176.3524,173.591,169.6218,165.6526,161.6834,157.7142,153.745,150.0454,146.3458,142.6462,138.9466
MMR,Myanmar,"Adolescent fertility rate (births per 1,000 women ages 15-19)",45.519,43.937,42.355,41.6966,41.0382,40.3798,39.7214,39.063,38.8534,38.6438,38.4342,38.2246,38.015,37.1704,36.3258,35.4812,34.6366,33.792,33.1312,32.4704,31.8096,31.1488,30.488,30.126,29.764,29.402,29.04
NAM,Namibia,"Adolescent fertility rate (births per 1,000 women ages 15-19)",108.7962,106.1216,103.447,100.8356,98.2242,95.6128,93.0014,90.39,88.656,86.922,85.188,83.454,81.72,81.3312,80.9424,80.5536,80.1648,79.776,79.776,79.776,79.776,79.776,79.776,78.5828,77.3896,76.1964,75.0032
NRU,Nauru,"Adolescent fertility rate (births per 1,000 women ages 15-19)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL,Nepal,"Adolescent fertility rate (births per 1,000 women ages 15-19)",131.667,131.777,131.887,130.4158,128.9446,127.4734,126.0022,124.531,120.9806,117.4302,113.8798,110.3294,106.779,103.1042,99.4294,95.7546,92.0798,88.405,84.4216,80.4382,76.4548,72.4714,68.488,66.8868,65.2856,63.6844,62.0832
NLD,Netherlands,"Adolescent fertility rate (births per 1,000 women ages 15-19)",7.0262,7.0686,7.111,6.9232,6.7354,6.5476,6.3598,6.172,6.3648,6.5576,6.7504,6.9432,7.136,6.7676,6.3992,6.0308,5.6624,5.294,5.1248,4.9556,4.7864,4.6172,4.448,4.357,4.266,4.175,4.084
NCL,New Caledonia,"Adolescent fertility rate (births per 1,000 women ages 15-19)",38.7652,37.0196,35.274,31.486,27.698,23.91,20.122,16.334,16.9554,17.5768,18.1982,18.8196,19.441,19.9102,20.3794,20.8486,21.3178,21.787,21.4642,21.1414,20.8186,20.4958,20.173,20.074,19.975,19.876,19.777
NZL,New Zealand,"Adolescent fertility rate (births per 1,000 women ages 15-19)",32.7844,33.0912,33.398,32.6908,31.9836,31.2764,30.5692,29.862,29.2338,28.6056,27.9774,27.3492,26.721,27.397,28.073,28.749,29.425,30.101,28.6666,27.2322,25.7978,24.3634,22.929,22.3476,21.7662,21.1848,20.6034
NIC,Nicaragua,"Adolescent fertility rate (births per 1,000 women ages 15-19)",151.7296,148.9448,146.16,141.9748,137.7896,133.6044,129.4192,125.234,122.8254,120.4168,118.0082,115.5996,113.191,111.4936,109.7962,108.0988,106.4014,104.704,102.32,99.936,97.552,95.168,92.784,91.3064,89.8288,88.3512,86.8736
NER,Niger,"Adolescent fertility rate (births per 1,000 women ages 15-19)",223.6904,223.2282,222.766,222.1278,221.4896,220.8514,220.2132,219.575,218.7698,217.9646,217.1594,216.3542,215.549,214.3628,213.1766,211.9904,210.8042,209.618,208.1162,206.6144,205.1126,203.6108,202.109,200.084,198.059,196.034,194.009
NGA,Nigeria,"Adolescent fertility rate (births per 1,000 women ages 15-19)",148.0054,145.7192,143.433,142.0736,140.7142,139.3548,137.9954,136.636,135.3652,134.0944,132.8236,131.5528,130.282,128.8608,127.4396,126.0184,124.5972,123.176,121.9508,120.7256,119.5004,118.2752,117.05,115.106,113.162,111.218,109.274
NAC,North America,"Adolescent fertility rate (births per 1,000 women ages 15-19)",53.85113442,55.02470996,56.20610404,54.62267468,53.04459277,51.47302248,49.88759357,48.30351853,46.74060942,45.18226631,43.6260749,42.05877127,40.49821493,39.83757876,39.17767028,38.51367633,37.82735733,37.14108951,34.9916189,32.84848206,30.71234833,28.55938123,26.40580731,24.71425448,23.02847496,21.34675142,19.66193849
MNP,Northern Mariana Islands,"Adolescent fertility rate (births per 1,000 women ages 15-19)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOR,Norway,"Adolescent fertility rate (births per 1,000 women ages 15-19)",16.5796,16.1638,15.748,15.162,14.576,13.99,13.404,12.818,12.2498,11.6816,11.1134,10.5452,9.977,9.7642,9.5514,9.3386,9.1258,8.913,8.3382,7.7634,7.1886,6.6138,6.039,5.9496,5.8602,5.7708,5.6814
OED,OECD members,"Adolescent fertility rate (births per 1,000 women ages 15-19)",36.31204118,36.25043141,36.22552823,35.94782796,35.63509206,35.26259202,34.82736172,34.32871646,33.68671675,33.04296582,32.42227317,31.76526569,31.13567181,30.84436702,30.55157865,30.2325616,29.85336428,29.44563707,28.49066672,27.5420305,26.60707804,25.65743813,24.69914845,23.92842885,23.1493363,22.35270503,21.50137701
OMN,Oman,"Adolescent fertility rate (births per 1,000 women ages 15-19)",81.3142,77.1106,72.907,67.0162,61.1254,55.2346,49.3438,43.453,38.9762,34.4994,30.0226,25.5458,21.069,19.5742,18.0794,16.5846,15.0898,13.595,13.022,12.449,11.876,11.303,10.73,10.011,9.292,8.573,7.854
OSS,Other small states,"Adolescent fertility rate (births per 1,000 women ages 15-19)",93.10490944,91.68493311,90.42736963,89.4180899,88.394687,87.30983632,85.85209471,84.33252407,82.94834702,81.55729788,80.16860173,78.63828429,77.10636563,76.0760419,75.0546559,74.03902235,72.84348573,71.7402683,70.41067376,69.2156225,68.12306377,66.88282286,65.70187198,64.750039,63.78302974,62.75222716,61.59414579
PSS,Pacific island small states,"Adolescent fertility rate (births per 1,000 women ages 15-19)",62.7418578,62.19443142,61.55158745,59.67387158,57.6278633,55.47268777,53.35269147,51.1764132,50.23886258,49.32659905,48.45955027,47.69278678,46.98510785,46.75953177,46.46698603,46.09837877,45.68282406,45.21734752,44.30497671,43.36817159,42.42619208,41.55362767,40.67102065,40.13390016,39.57940386,39.01814289,38.48943723
PAK,Pakistan,"Adolescent fertility rate (births per 1,000 women ages 15-19)",83.725,79.902,76.079,72.816,69.553,66.29,63.027,59.764,56.9988,54.2336,51.4684,48.7032,45.938,45.0736,44.2092,43.3448,42.4804,41.616,41.4576,41.2992,41.1408,40.9824,40.824,40.0408,39.2576,38.4744,37.6912
PLW,Palau,"Adolescent fertility rate (births per 1,000 women ages 15-19)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAN,Panama,"Adolescent fertility rate (births per 1,000 women ages 15-19)",99.8312,98.9136,97.996,97.1934,96.3908,95.5882,94.7856,93.983,93.1198,92.2566,91.3934,90.5302,89.667,89.3196,88.9722,88.6248,88.2774,87.93,87.7162,87.5024,87.2886,87.0748,86.861,85.8544,84.8478,83.8412,82.8346
PNG,Papua New Guinea,"Adolescent fertility rate (births per 1,000 women ages 15-19)",78.9344,77.3832,75.832,74.9866,74.1412,73.2958,72.4504,71.605,70.2846,68.9642,67.6438,66.3234,65.003,64.2228,63.4426,62.6624,61.8822,61.102,60.1964,59.2908,58.3852,57.4796,56.574,55.7902,55.0064,54.2226,53.4388
PRY,Paraguay,"Adolescent fertility rate (births per 1,000 women ages 15-19)",92.0836,92.2438,92.404,92.3036,92.2032,92.1028,92.0024,91.902,88.8454,85.7888,82.7322,79.6756,76.619,74.8606,73.1022,71.3438,69.5854,67.827,66.3098,64.7926,63.2754,61.7582,60.241,59.3316,58.4222,57.5128,56.6034
PER,Peru,"Adolescent fertility rate (births per 1,000 women ages 15-19)",70.7978,70.3984,69.999,70.0994,70.1998,70.3002,70.4006,70.501,68.7008,66.9006,65.1004,63.3002,61.5,60.1396,58.7792,57.4188,56.0584,54.698,54.1862,53.6744,53.1626,52.6508,52.139,51.2046,50.2702,49.3358,48.4014
PHL,Philippines,"Adolescent fertility rate (births per 1,000 women ages 15-19)",50.6196,50.8028,50.986,50.6012,50.2164,49.8316,49.4468,49.062,50.024,50.986,51.948,52.91,53.872,54.014,54.156,54.298,54.44,54.582,55.1214,55.6608,56.2002,56.7396,57.279,57.923,58.567,59.211,59.855
POL,Poland,"Adolescent fertility rate (births per 1,000 women ages 15-19)",30.599,29.981,29.363,27.2972,25.2314,23.1656,21.0998,19.034,18.3252,17.6164,16.9076,16.1988,15.49,15.5802,15.6704,15.7606,15.8508,15.941,15.6194,15.2978,14.9762,14.6546,14.333,14.0076,13.6822,13.3568,13.0314
PRT,Portugal,"Adolescent fertility rate (births per 1,000 women ages 15-19)",24.2974,23.0712,21.845,21.5594,21.2738,20.9882,20.7026,20.417,20.3734,20.3298,20.2862,20.2426,20.199,19.4064,18.6138,17.8212,17.0286,16.236,15.379,14.522,13.665,12.808,11.951,11.4404,10.9298,10.4192,9.9086
PST,Post-demographic dividend,"Adolescent fertility rate (births per 1,000 women ages 15-19)",28.68362542,28.77441967,28.97027387,28.38832952,27.79285845,27.15915904,26.47765629,25.76622996,25.19914084,24.62595223,24.05135072,23.4488162,22.84131996,22.74310344,22.6215676,22.45930254,22.21447281,21.93452087,20.91757144,19.87972909,18.83040402,17.77095043,16.69134725,15.82306441,14.96453874,14.11985722,13.28115626
PRE,Pre-demographic dividend,"Adolescent fertility rate (births per 1,000 women ages 15-19)",147.3725759,146.0510311,144.7160091,143.8762188,143.013031,142.1319013,141.2364883,140.3431626,139.3445641,138.3425582,137.3374526,136.3389387,135.3340455,133.8805684,132.4426529,131.0301282,129.633078,128.267971,126.209403,124.1307444,122.0173274,119.8562108,117.6646828,115.6140264,113.5730487,111.5527388,109.5483579
PRI,Puerto Rico,"Adolescent fertility rate (births per 1,000 women ages 15-19)",70.455,71.819,73.183,73.0264,72.8698,72.7132,72.5566,72.4,71.0032,69.6064,68.2096,66.8128,65.416,62.4532,59.4904,56.5276,53.5648,50.602,49.2368,47.8716,46.5064,45.1412,43.776,42.365,40.954,39.543,38.132
QAT,Qatar,"Adolescent fertility rate (births per 1,000 women ages 15-19)",49.4698,46.7374,44.005,39.756,35.507,31.258,27.009,22.76,22.0018,21.2436,20.4854,19.7272,18.969,18.224,17.479,16.734,15.989,15.244,14.4488,13.6536,12.8584,12.0632,11.268,10.9988,10.7296,10.4604,10.1912
ROU,Romania,"Adolescent fertility rate (births per 1,000 women ages 15-19)",52.682,50.425,48.168,46.6988,45.2296,43.7604,42.2912,40.822,40.0918,39.3616,38.6314,37.9012,37.171,37.5498,37.9286,38.3074,38.6862,39.065,38.5224,37.9798,37.4372,36.8946,36.352,35.6942,35.0364,34.3786,33.7208
RUS,Russian Federation,"Adolescent fertility rate (births per 1,000 women ages 15-19)",50.766,51.294,51.822,48.4678,45.1136,41.7594,38.4052,35.051,33.5634,32.0758,30.5882,29.1006,27.613,27.9486,28.2842,28.6198,28.9554,29.291,28.7168,28.1426,27.5684,26.9942,26.42,25.4466,24.4732,23.4998,22.5264
RWA,Rwanda,"Adolescent fertility rate (births per 1,000 women ages 15-19)",63.3148,61.0194,58.724,57.5046,56.2852,55.0658,53.8464,52.627,51.4176,50.2082,48.9988,47.7894,46.58,45.348,44.116,42.884,41.652,40.42,38.5352,36.6504,34.7656,32.8808,30.996,29.9426,28.8892,27.8358,26.7824
WSM,Samoa,"Adolescent fertility rate (births per 1,000 women ages 15-19)",35.9574,34.8132,33.669,35.954,38.239,40.524,42.809,45.094,43.4742,41.8544,40.2346,38.6148,36.995,35.9308,34.8666,33.8024,32.7382,31.674,30.9894,30.3048,29.6202,28.9356,28.251,27.378,26.505,25.632,24.759
SMR,San Marino,"Adolescent fertility rate (births per 1,000 women ages 15-19)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STP,Sao Tome and Principe,"Adolescent fertility rate (births per 1,000 women ages 15-19)",126.7834,125.5612,124.339,123.1374,121.9358,120.7342,119.5326,118.331,117.1742,116.0174,114.8606,113.7038,112.547,111.4484,110.3498,109.2512,108.1526,107.054,106.028,105.002,103.976,102.95,101.924,100.5068,99.0896,97.6724,96.2552
SAU,Saudi Arabia,"Adolescent fertility rate (births per 1,000 women ages 15-19)",69.778,64.82,59.862,55.1724,50.4828,45.7932,41.1036,36.414,33.3826,30.3512,27.3198,24.2884,21.257,19.4694,17.6818,15.8942,14.1066,12.319,11.9372,11.5554,11.1736,10.7918,10.41,9.881,9.352,8.823,8.294
